#---------------- --------     ------
#BJD - 2450000(d)  Flux        e_flux    
#---------------- --------     ------
 8331.91913020   1.00026241  0.00021488 
 8331.92051900   1.00037912  0.00021488 
 8331.92329680   1.00008171  0.00021488 
 8331.92468570   1.00007891  0.00021488 
 8331.92607450   1.00024521  0.00021488 
 8331.92885230   1.00002849  0.00021488 
 8331.93024120   0.99991107  0.00021488 
 8331.93163000   0.99980926  0.00021488 
 8331.93301890   0.99992924  0.00021488 
 8331.93440780   1.00025602  0.00021488 
 8331.93579660   0.99977449  0.00021488 
 8331.93718550   0.99975657  0.00021488 
 8331.93857440   1.00022034  0.00021488 
 8331.93996330   0.99991871  0.00021488 
 8331.94135210   1.00025318  0.00021488 
 8331.94274100   0.99989514  0.00021488 
 8331.94412990   0.99959601  0.00021488 
 8331.94551880   0.99983757  0.00021488 
 8331.94690760   0.99977932  0.00021488 
 8331.94829650   0.99993788  0.00021488 
 8331.94968540   0.99982803  0.00021488 
 8331.95107420   0.99979698  0.00021488 
 8331.95246310   1.00003343  0.00021488 
 8331.95385200   1.00019688  0.00021488 
 8331.95524090   1.00010782  0.00021488 
 8331.95662970   1.00003706  0.00021488 
 8331.95801860   1.00001540  0.00021488 
 8331.95940750   1.00010464  0.00021488 
 8331.96079640   1.00022997  0.00021488 
 8331.96218520   1.00005660  0.00021488 
 8331.96357410   0.99989073  0.00021488 
 8331.96496300   1.00005925  0.00021488 
 8331.96635190   0.99998708  0.00021488 
 8331.96774070   1.00009050  0.00021488 
 8331.96912960   1.00029292  0.00021488 
 8331.97190730   1.00004425  0.00021488 
 8331.97329620   0.99982186  0.00021488 
 8331.97468510   0.99964497  0.00021488 
 8331.97607400   0.99986007  0.00021488 
 8331.97746280   1.00005638  0.00021488 
 8331.97885170   0.99983668  0.00021488 
 8331.98024060   0.99989228  0.00021488 
 8331.98301830   1.00037337  0.00021488 
 8331.98440720   1.00013416  0.00021488 
 8331.98579610   0.99974285  0.00021488 
 8331.98718500   0.99999894  0.00021488 
 8331.98857380   0.99995022  0.00021488 
 8331.98996270   1.00010460  0.00021488 
 8331.99135160   1.00001998  0.00021488 
 8331.99274040   0.99993616  0.00021488 
 8331.99412930   0.99996664  0.00021488 
 8331.99551820   1.00021401  0.00021488 
 8331.99690710   1.00004678  0.00021488 
 8331.99829590   0.99995475  0.00021488 
 8331.99968480   1.00022521  0.00021488 
 8332.00107370   1.00015187  0.00021488 
 8332.00246260   0.99987634  0.00021488 
 8332.00385140   0.99985729  0.00021488 
 8332.00662920   0.99969330  0.00021488 
 8332.00940690   1.00011260  0.00021488 
 8332.01079580   1.00041504  0.00021488 
 8332.01218470   1.00004869  0.00021488 
 8332.01357350   1.00029202  0.00021488 
 8332.01496240   1.00028956  0.00021488 
 8332.01635130   0.99980081  0.00021488 
 8332.01774020   0.99996424  0.00021488 
 8332.01912900   0.99996157  0.00021488 
 8332.02051790   0.99980890  0.00021488 
 8332.02190680   0.99974613  0.00021488 
 8332.02329570   0.99998665  0.00021488 
 8332.02468450   1.00011066  0.00021488 
 8332.02607340   1.00001938  0.00021488 
 8332.02746230   0.99978991  0.00021488 
 8332.02885110   1.00024111  0.00021488 
 8332.03024000   0.99999123  0.00021488 
 8332.03162890   1.00042793  0.00021488 
 8332.03301780   0.99976565  0.00021488 
 8332.03440660   1.00014954  0.00021488 
 8332.03579550   0.99985495  0.00021488 
 8332.03718440   0.99984395  0.00021488 
 8332.03996210   0.99972044  0.00021488 
 8332.04135100   0.99992493  0.00021488 
 8332.04273990   1.00001502  0.00021488 
 8332.04412880   0.99973901  0.00021488 
 8332.04551760   0.99970050  0.00021488 
 8332.04690650   0.99993368  0.00021488 
 8332.04829540   0.99987126  0.00021488 
 8332.04968420   0.99983453  0.00021488 
 8332.05107310   0.99990851  0.00021488 
 8332.05246200   0.99999688  0.00021488 
 8332.05385090   0.99994955  0.00021488 
 8332.05523970   1.00016511  0.00021488 
 8332.05662860   1.00007898  0.00021488 
 8332.05801750   1.00047743  0.00021488 
 8332.05940640   1.00018830  0.00021488 
 8332.06079520   0.99992636  0.00021488 
 8332.06218410   0.99979902  0.00021488 
 8337.74820480   0.99976312  0.00021488 
 8337.74959360   0.99993849  0.00021488 
 8337.75098250   1.00020375  0.00021488 
 8337.75237140   0.99988078  0.00021488 
 8337.75376020   1.00016882  0.00021488 
 8337.75514910   0.99975375  0.00021488 
 8337.75653800   1.00005758  0.00021488 
 8337.75792680   1.00043078  0.00021488 
 8337.75931570   0.99989762  0.00021488 
 8337.76070460   0.99987717  0.00021488 
 8337.76209340   1.00001839  0.00021488 
 8337.76348230   0.99984755  0.00021488 
 8337.76487120   0.99995106  0.00021488 
 8337.76626000   0.99981100  0.00021488 
 8337.76764890   0.99986691  0.00021488 
 8337.76903770   1.00026736  0.00021488 
 8337.77042660   1.00028936  0.00021488 
 8337.77181550   1.00024776  0.00021488 
 8337.77320430   0.99987270  0.00021488 
 8337.77598210   0.99995875  0.00021488 
 8337.77737090   0.99957397  0.00021488 
 8337.77875980   0.99965722  0.00021488 
 8337.78014870   0.99992454  0.00021488 
 8337.78153750   0.99968632  0.00021488 
 8337.78292640   0.99967986  0.00021488 
 8337.78431530   0.99965510  0.00021488 
 8337.78570410   0.99994270  0.00021488 
 8337.78709300   0.99988723  0.00021488 
 8337.78848190   0.99986665  0.00021488 
 8337.78987070   1.00008943  0.00021488 
 8337.79125960   0.99993985  0.00021488 
 8337.79264840   1.00018882  0.00021488 
 8337.79403730   1.00028680  0.00021488 
 8337.79542620   1.00072344  0.00021488 
 8337.79681500   1.00047874  0.00021488 
 8337.79820390   1.00037273  0.00021488 
 8337.79959280   1.00062226  0.00021488 
 8337.80375940   1.00038545  0.00021488 
 8337.80514820   1.00020120  0.00021488 
 8337.80653710   0.99990617  0.00021488 
 8337.80792590   1.00029225  0.00021488 
 8337.80931480   1.00002490  0.00021488 
 8337.81070370   1.00046387  0.00021488 
 8337.81209250   0.99998452  0.00021488 
 8337.81348140   0.99993142  0.00021488 
 8337.81487030   0.99992832  0.00021488 
 8337.81625910   0.99963133  0.00021488 
 8337.81764800   1.00004687  0.00021488 
 8337.81903690   0.99965488  0.00021488 
 8337.82042570   1.00001082  0.00021488 
 8337.82181460   1.00031475  0.00021488 
 8337.82320350   1.00011562  0.00021488 
 8337.82459230   1.00008987  0.00021488 
 8337.82598120   1.00005341  0.00021488 
 8337.82875890   0.99980300  0.00021488 
 8337.83014780   0.99998180  0.00021488 
 8337.83153660   1.00008891  0.00021488 
 8337.85098070   0.99986414  0.00021488 
 8337.85236960   0.99971256  0.00021488 
 8337.85375850   0.99995536  0.00021488 
 8337.85514730   0.99983707  0.00021488 
 8337.85653620   1.00008035  0.00021488 
 8337.85792510   0.99989375  0.00021488 
 8337.85931390   0.99987363  0.00021488 
 8337.86070280   0.99984821  0.00021488 
 8337.86209170   0.99994218  0.00021488 
 8337.86348050   0.99983495  0.00021488 
 8337.86486940   0.99997670  0.00021488 
 8337.86625820   1.00008084  0.00021488 
 8337.86764710   0.99973061  0.00021488 
 8337.86903600   0.99968825  0.00021488 
 8337.87042480   0.99972947  0.00021488 
 8337.87181370   0.99988119  0.00021488 
 8337.87320260   0.99993560  0.00021488 
 8337.87459140   0.99977033  0.00021488 
 8337.87598030   0.99987712  0.00021488 
 8337.87736920   0.99999552  0.00021488 
 8337.87875800   1.00016300  0.00021488 
 8337.88014690   1.00004409  0.00021488 
 8337.88153570   1.00010957  0.00021488 
 8337.88292460   1.00024533  0.00021488 
 8337.88431350   0.99990232  0.00021488 
 8337.88570230   1.00000957  0.00021488 
 8337.88709120   1.00033741  0.00021488 
 8337.88848010   0.99987077  0.00021488 
 8337.88986890   0.99986931  0.00021488 
 8337.89125780   1.00005054  0.00021488 
 8337.89264670   1.00007926  0.00021488 
 8337.89403550   1.00006548  0.00021488 
 8337.89542440   0.99980381  0.00021488 
 8337.89681330   1.00015140  0.00021488 
 8337.89820210   0.99986541  0.00021488 
 8337.89959100   0.99947162  0.00021488 
 8337.90097980   0.99996519  0.00021488 
 8337.90236870   0.99977358  0.00021488 
 8337.90375760   1.00004194  0.00021488 
 8337.90514640   1.00004781  0.00021488 
 8337.90653530   1.00027296  0.00021488 
 8337.90792420   0.99986163  0.00021488 
 8337.90931300   0.99960259  0.00021488 
 8337.91070190   0.99984272  0.00021488 
 8337.91209080   0.99966276  0.00021488 
 8337.91347960   0.99993938  0.00021488 
 8337.91486850   0.99985321  0.00021488 
 8337.91625730   0.99989962  0.00021488 
 8337.91764620   1.00002713  0.00021488 
 8337.91903510   1.00003573  0.00021488 
 8337.92042390   1.00010622  0.00021488 
 8337.92181280   1.00018281  0.00021488 
 8337.92320170   0.99979870  0.00021488 
 8337.92459050   0.99998927  0.00021488 
 8337.92597940   0.99951556  0.00021488 
 8337.92736830   0.99976671  0.00021488 
 8337.92875710   0.99971357  0.00021488 
 8337.93014600   1.00004761  0.00021488 
 8337.93153490   1.00019255  0.00021488 
 8337.93292370   1.00016099  0.00021488 
 8337.93431260   1.00017232  0.00021488 
 8337.93570140   0.99995115  0.00021488 
 8337.93709030   0.99998626  0.00021488 
 8337.93847920   1.00011787  0.00021488 
 8337.93986800   0.99993548  0.00021488 
 8337.94125690   0.99974698  0.00021488 
 8337.94264580   0.99988667  0.00021488 
 8337.94403460   1.00009415  0.00021488 
 8337.94542350   1.00006793  0.00021488 
 8337.94681240   1.00014460  0.00021488 
 8337.94820120   1.00007186  0.00021488 
 8337.94959010   1.00006822  0.00021488 
 8337.95097890   1.00008457  0.00021488 
 8337.95236780   1.00005852  0.00021488 
 8337.95375670   1.00014726  0.00021488 
 8337.95514550   1.00012709  0.00021488 
 8337.95653440   0.99979932  0.00021488 
 8337.95792330   0.99976984  0.00021488 
 8337.95931210   0.99981485  0.00021488 
 8337.96070100   0.99976986  0.00021488 
 8337.96208990   1.00010445  0.00021488 
 8337.96347870   1.00011975  0.00021488 
 8337.96486760   0.99984884  0.00021488 
 8337.96625640   0.99996602  0.00021488 
 8337.96764530   1.00005129  0.00021488 
 8337.96903420   1.00024935  0.00021488 
 8337.97042300   1.00007331  0.00021488 
 8337.97181190   0.99989487  0.00021488 
 8337.97320080   0.99968602  0.00021488 
 8337.97458960   1.00015026  0.00021488 
 8337.97597850   0.99983449  0.00021488 
 8337.97736740   0.99972312  0.00021488 
 8337.97875620   0.99987804  0.00021488 
 8337.98014510   0.99986216  0.00021488 
 8337.98153400   1.00012596  0.00021488 
 8337.98292280   1.00001026  0.00021488 
 8337.98431170   0.99999046  0.00021488 
 8337.98570050   0.99958705  0.00021488 
 8337.98708940   0.99977783  0.00021488 
 8337.98847830   1.00000700  0.00021488 
 8337.98986710   0.99971938  0.00021488 
 8337.99125600   0.99995424  0.00021488 
 8337.99264490   1.00018689  0.00021488 
 8337.99403370   0.99985674  0.00021488 
 8337.99542260   1.00002598  0.00021488 
 8337.99681150   0.99987292  0.00021488 
 8337.99820030   0.99981315  0.00021488 
 8337.99958920   0.99994277  0.00021488 
 8338.00097800   0.99983539  0.00021488 
 8338.00236690   0.99981810  0.00021488 
 8338.00375580   0.99953450  0.00021488 
 8338.00514460   0.99987280  0.00021488 
 8338.00653350   0.99956959  0.00021488 
 8338.00792240   0.99961837  0.00021488 
 8338.00931120   0.99954465  0.00021488 
 8338.01070010   0.99963972  0.00021488 
 8338.01208900   0.99969619  0.00021488 
 8338.01347780   0.99965034  0.00021488 
 8338.01486670   0.99974809  0.00021488 
 8338.01625550   0.99983654  0.00021488 
 8338.01764440   0.99995568  0.00021488 
 8338.01903330   1.00001741  0.00021488 
 8338.02042210   0.99998893  0.00021488 
 8338.02181100   0.99975455  0.00021488 
 8338.02319990   0.99966176  0.00021488 
 8338.02458870   0.99969087  0.00021488 
 8338.02597760   0.99965787  0.00021488 
 8338.02736650   0.99959526  0.00021488 
 8338.02875530   0.99997864  0.00021488 
 8338.03014420   0.99982782  0.00021488 
 8338.03153300   1.00008610  0.00021488 
 8338.03292190   0.99994846  0.00021488 
 8338.03431080   0.99990682  0.00021488 
 8338.03569960   0.99972008  0.00021488 
 8338.03708850   0.99978522  0.00021488 
 8338.03847740   0.99975376  0.00021488 
 8338.03986620   0.99969369  0.00021488 
 8338.04125510   0.99983502  0.00021488 
 8338.04264400   0.99963134  0.00021488 
 8338.04403280   0.99948686  0.00021488 
 8338.04542170   0.99959066  0.00021488 
 8338.04681050   0.99966866  0.00021488 
 8338.04819940   0.99992166  0.00021488 
 8338.04958830   0.99999834  0.00021488 
 8338.05097710   0.99959183  0.00021488 
 8338.05236600   0.99986770  0.00021488 
 8338.05375490   0.99974497  0.00021488 
 8338.05514370   0.99989663  0.00021488 
 8338.05653260   0.99999118  0.00021488 
 8338.05792150   0.99988133  0.00021488 
 8338.05931030   0.99993797  0.00021488 
 8338.06069920   0.99997531  0.00021488 
 8338.06208800   0.99996344  0.00021488 
 8338.06347690   0.99976216  0.00021488 
 8338.06486580   0.99984008  0.00021488 
 8338.06625460   1.00010508  0.00021488 
 8338.06764350   0.99971369  0.00021488 
 8338.06903240   1.00004108  0.00021488 
 8338.07042120   0.99993247  0.00021488 
 8338.07181010   0.99994166  0.00021488 
 8338.07319900   1.00005173  0.00021488 
 8338.07458780   0.99990930  0.00021488 
 8338.07597670   0.99985277  0.00021488 
 8338.07736550   0.99956152  0.00021488 
 8338.07875440   0.99989377  0.00021488 
 8338.08014330   0.99993882  0.00021488 
 8338.08153210   0.99980095  0.00021488 
 8338.08292100   0.99968299  0.00021488 
 8338.08430990   0.99988701  0.00021488 
 8338.08569870   0.99954643  0.00021488 
 8338.08708760   0.99969064  0.00021488 
 8338.08847640   0.99985874  0.00021488 
 8338.08986530   0.99976424  0.00021488 
 8338.09125420   1.00013403  0.00021488 
 8338.09264300   1.00011531  0.00021488 
 8338.09403190   0.99999829  0.00021488 
 8338.09542080   0.99998566  0.00021488 
 8338.09680960   0.99982753  0.00021488 
 8338.09819850   0.99984719  0.00021488 
 8338.09958740   0.99971724  0.00021488 
 8338.10097620   1.00014418  0.00021488 
 8338.10236510   1.00016122  0.00021488 
 8338.10375390   1.00043795  0.00021488 
 8338.10514280   1.00007788  0.00021488 
 8338.10653170   1.00001210  0.00021488 
 8338.10792050   0.99993262  0.00021488 
 8338.10930940   0.99986112  0.00021488 
 8338.11069830   1.00020152  0.00021488 
 8338.11208710   1.00026251  0.00021488 
 8338.11347600   0.99980330  0.00021488 
 8338.11486490   1.00031898  0.00021488 
 8338.11625370   1.00048865  0.00021488 
 8338.11764260   0.99992862  0.00021488 
 8338.11903140   0.99979759  0.00021488 
 8338.12042030   1.00018274  0.00021488 
 8338.12180920   1.00021478  0.00021488 
 8338.12319800   1.00024082  0.00021488 
 8338.12458690   1.00021416  0.00021488 
 8338.12597580   1.00016009  0.00021488 
 8338.12736460   1.00031520  0.00021488 
 8338.12875350   1.00017552  0.00021488 
 8338.13014240   1.00015013  0.00021488 
 8338.13153120   1.00037783  0.00021488 
 8338.13292010   1.00022903  0.00021488 
 8338.13430890   1.00008142  0.00021488 
 8338.13569780   1.00030309  0.00021488 
 8338.13708670   0.99997198  0.00021488 
 8338.13847550   1.00015564  0.00021488 
 8338.13986440   0.99986611  0.00021488 
 8338.14125330   0.99994006  0.00021488 
 8338.14264210   0.99991441  0.00021488 
 8338.14403100   0.99953366  0.00021488 
 8338.14541980   0.99981600  0.00021488 
 8338.14680870   1.00040291  0.00021488 
 8338.14819760   0.99987745  0.00021488 
 8338.14958640   1.00029666  0.00021488 
 8338.15097530   0.99978368  0.00021488 
 8338.15236420   1.00009087  0.00021488 
 8338.15375300   0.99993097  0.00021488 
 8338.15514190   0.99993866  0.00021488 
 8338.15653080   0.99973055  0.00021488 
 8338.15791960   0.99977183  0.00021488 
 8338.15930850   1.00018129  0.00021488 
 8338.16069730   1.00007546  0.00021488 
 8338.16208620   1.00029801  0.00021488 
 8338.16347510   1.00023886  0.00021488 
 8338.16486390   1.00016731  0.00021488 
 8338.16625280   1.00010575  0.00021488 
 8338.16764170   0.99972949  0.00021488 
 8338.16903050   0.99940623  0.00021488 
 8338.17041940   0.99990413  0.00021488 
 8338.17180820   1.00023443  0.00021488 
 8338.17319710   1.00003374  0.00021488 
 8338.17458600   1.00002594  0.00021488 
 8338.17597480   1.00029353  0.00021488 
 8338.17736370   0.99997242  0.00021488 
 8338.17875260   1.00034289  0.00021488 
 8338.18014140   1.00029866  0.00021488 
 8338.18153030   1.00009624  0.00021488 
 8338.18291920   1.00010310  0.00021488 
 8338.18430800   0.99982616  0.00021488 
 8338.18569690   0.99994140  0.00021488 
 8338.18708570   1.00014384  0.00021488 
 8338.18847460   1.00008207  0.00021488 
 8338.18986350   0.99993520  0.00021488 
 8338.19125230   1.00030921  0.00021488 
 8338.19264120   0.99979114  0.00021488 
 8338.19403010   0.99977055  0.00021488 
 8338.19541890   1.00027453  0.00021488 
 8338.19680780   1.00030803  0.00021488 
 8338.19819660   1.00030031  0.00021488 
 8338.19958550   1.00020650  0.00021488 
 8338.20097440   1.00001268  0.00021488 
 8338.20236320   0.99982106  0.00021488 
 8338.20375210   1.00004261  0.00021488 
 8338.20514100   0.99990827  0.00021488 
 8338.20652980   0.99972723  0.00021488 
 8338.20791870   0.99996226  0.00021488 
 8338.20930760   0.99978010  0.00021488 
 8338.21069640   1.00026681  0.00021488 
 8338.21208530   1.00017694  0.00021488 
 8338.21347410   0.99991696  0.00021488 
 8338.21486300   1.00029985  0.00021488 
 8338.21625190   0.99993098  0.00021488 
 8338.21764070   0.99991007  0.00021488 
 8338.21902960   0.99983287  0.00021488 
 8338.22041850   1.00019003  0.00021488 
 8338.22180730   0.99999952  0.00021488 
 8338.22319620   1.00026177  0.00021488 
 8338.22458500   1.00028714  0.00021488 
 8338.22597390   0.99984752  0.00021488 
 8338.22736280   1.00015455  0.00021488 
 8338.22875160   1.00010370  0.00021488 
 8338.23014050   0.99997734  0.00021488 
 8338.23152940   0.99995487  0.00021488 
 8338.23291820   0.99991380  0.00021488 
 8338.23430710   0.99998941  0.00021488 
 8338.23569600   1.00015042  0.00021488 
 8338.23708480   0.99992673  0.00021488 
 8338.23847370   0.99973715  0.00021488 
 8338.23986250   0.99986403  0.00021488 
 8338.24125140   0.99988951  0.00021488 
 8338.24264030   0.99997509  0.00021488 
 8338.24402910   1.00009505  0.00021488 
 8338.24541800   1.00006372  0.00021488 
 8338.24680690   1.00003338  0.00021488 
 8338.24819570   0.99984104  0.00021488 
 8338.24958460   0.99973170  0.00021488 
 8338.25097340   0.99999322  0.00021488 
 8338.25236230   1.00012644  0.00021488 
 8338.25375120   0.99967700  0.00021488 
 8338.25514000   0.99984231  0.00021488 
 8338.25652890   0.99997981  0.00021488 
 8338.25791780   1.00022580  0.00021488 
 8338.25930660   0.99997232  0.00021488 
 8338.26069550   1.00019979  0.00021488 
 8338.26208430   0.99975092  0.00021488 
 8338.26347320   1.00008177  0.00021488 
 8338.26486210   1.00000135  0.00021488 
 8338.26625090   0.99998552  0.00021488 
 8338.26763980   0.99985919  0.00021488 
 8338.26902870   1.00040880  0.00021488 
 8338.27041750   1.00038105  0.00021488 
 8338.27180640   1.00003172  0.00021488 
 8338.27319530   1.00002835  0.00021488 
 8338.27458410   0.99980480  0.00021488 
 8338.27597300   1.00008780  0.00021488 
 8338.27736180   0.99969085  0.00021488 
 8338.27875070   0.99974116  0.00021488 
 8338.28013960   0.99983025  0.00021488 
 8338.28152840   1.00011892  0.00021488 
 8338.28291730   1.00004971  0.00021488 
 8338.28430620   1.00004419  0.00021488 
 8338.28569500   0.99985479  0.00021488 
 8338.28708390   1.00007004  0.00021488 
 8338.28847270   0.99969224  0.00021488 
 8338.28986160   1.00008505  0.00021488 
 8338.29125050   1.00007271  0.00021488 
 8338.29263930   1.00004045  0.00021488 
 8338.29402820   0.99998949  0.00021488 
 8338.29541710   0.99990843  0.00021488 
 8338.29680590   1.00010473  0.00021488 
 8338.29819480   1.00005366  0.00021488 
 8338.29958360   1.00026584  0.00021488 
 8338.30097250   1.00012896  0.00021488 
 8338.30236140   0.99995118  0.00021488 
 8338.30375020   1.00016745  0.00021488 
 8338.30513910   0.99996775  0.00021488 
 8338.30652800   0.99999713  0.00021488 
 8338.30791680   1.00030106  0.00021488 
 8338.30930570   0.99981209  0.00021488 
 8338.31069450   0.99996223  0.00021488 
 8338.31208340   1.00012506  0.00021488 
 8338.31347230   1.00013900  0.00021488 
 8338.31486110   0.99999016  0.00021488 
 8338.31625000   0.99969123  0.00021488 
 8338.31763890   1.00001891  0.00021488 
 8338.31902770   1.00018871  0.00021488 
 8338.32041660   0.99993485  0.00021488 
 8338.32180540   0.99985407  0.00021488 
 8338.32319430   0.99990846  0.00021488 
 8338.32458320   0.99986676  0.00021488 
 8338.32597200   1.00022030  0.00021488 
 8338.32736090   0.99989342  0.00021488 
 8338.32874980   0.99966823  0.00021488 
 8344.01337290   0.99954415  0.00021488 
 8344.01476170   1.00000375  0.00021488 
 8344.01615060   1.00006433  0.00021488 
 8344.01753950   0.99971221  0.00021488 
 8344.01892830   0.99988469  0.00021488 
 8344.02031720   1.00021559  0.00021488 
 8344.02170610   1.00005817  0.00021488 
 8344.02309490   0.99983844  0.00021488 
 8344.02448380   0.99969192  0.00021488 
 8344.02587270   0.99960271  0.00021488 
 8344.02726150   0.99971129  0.00021488 
 8344.02865040   1.00011719  0.00021488 
 8344.03003930   1.00000027  0.00021488 
 8344.03142810   1.00023816  0.00021488 
 8344.03281700   1.00019085  0.00021488 
 8344.03420590   1.00018023  0.00021488 
 8344.03559470   0.99954540  0.00021488 
 8344.03698360   0.99995530  0.00021488 
 8344.03837250   0.99997188  0.00021488 
 8344.03976130   1.00073569  0.00021488 
 8344.04115020   1.00009626  0.00021488 
 8344.04253910   1.00014675  0.00021488 
 8344.04392790   1.00007673  0.00021488 
 8344.04531680   1.00005592  0.00021488 
 8344.04670570   0.99991540  0.00021488 
 8344.04809450   1.00005739  0.00021488 
 8344.04948340   1.00021848  0.00021488 
 8344.05087230   0.99985566  0.00021488 
 8344.05226110   0.99999365  0.00021488 
 8344.05365000   0.99964983  0.00021488 
 8344.05503890   0.99995143  0.00021488 
 8344.05642770   0.99967641  0.00021488 
 8344.05781660   1.00010261  0.00021488 
 8344.05920540   0.99982929  0.00021488 
 8344.06059430   1.00021449  0.00021488 
 8344.06198320   0.99987567  0.00021488 
 8344.06337200   1.00043467  0.00021488 
 8344.06476090   0.99994335  0.00021488 
 8344.06614980   1.00021364  0.00021488 
 8344.06753860   1.00013463  0.00021488 
 8344.06892750   1.00020172  0.00021488 
 8344.07031640   1.00010441  0.00021488 
 8344.07170520   1.00025330  0.00021488 
 8344.07309410   0.99984019  0.00021488 
 8344.07448300   1.00043549  0.00021488 
 8344.07587180   1.00009397  0.00021488 
 8344.07726070   1.00012326  0.00021488 
 8344.07864960   0.99998885  0.00021488 
 8344.08003840   1.00046025  0.00021488 
 8344.08142730   1.00008134  0.00021488 
 8344.08281620   0.99994293  0.00021488 
 8344.08420500   1.00001732  0.00021488 
 8344.08559390   1.00006071  0.00021488 
 8344.08698280   1.00016491  0.00021488 
 8344.08837160   0.99987270  0.00021488 
 8344.08976050   0.99982909  0.00021488 
 8344.09114940   0.99995078  0.00021488 
 8344.09253820   1.00014958  0.00021488 
 8344.09392710   0.99996607  0.00021488 
 8344.09531600   0.99984496  0.00021488 
 8344.09670480   1.00016966  0.00021488 
 8344.09809370   0.99975175  0.00021488 
 8344.09948260   0.99978654  0.00021488 
 8344.10087140   0.99980204  0.00021488 
 8344.10226030   0.99984333  0.00021488 
 8344.10364920   1.00007713  0.00021488 
 8344.10503800   1.00023332  0.00021488 
 8344.10642690   0.99943681  0.00021488 
 8344.10781580   0.99967131  0.00021488 
 8344.10920460   1.00013741  0.00021488 
 8344.11059350   0.99987740  0.00021488 
 8344.11198240   1.00007540  0.00021488 
 8344.11337120   1.00048309  0.00021488 
 8344.11476010   0.99990969  0.00021488 
 8344.11614890   0.99985458  0.00021488 
 8344.11753780   0.99985938  0.00021488 
 8344.11892670   1.00030668  0.00021488 
 8344.12031550   1.00028117  0.00021488 
 8344.12170440   1.00011037  0.00021488 
 8344.12309330   1.00030097  0.00021488 
 8344.12448210   0.99973837  0.00021488 
 8344.12587100   0.99979136  0.00021488 
 8344.12725990   0.99982666  0.00021488 
 8344.12864870   1.00004986  0.00021488 
 8344.13003760   0.99970846  0.00021488 
 8344.13142650   1.00017765  0.00021488 
 8344.13281530   0.99984435  0.00021488 
 8344.13420420   1.00001015  0.00021488 
 8344.13559310   1.00019175  0.00021488 
 8344.13698190   1.00040405  0.00021488 
 8344.13837080   1.00021795  0.00021488 
 8344.13975970   1.00025684  0.00021488 
 8344.14114850   1.00061154  0.00021488 
 8344.14253740   0.99979875  0.00021488 
 8344.14392630   0.99965015  0.00021488 
 8344.14531510   1.00012624  0.00021488 
 8344.14670400   0.99979295  0.00021488 
 8344.14809290   0.99958725  0.00021488 
 8344.14948170   1.00000335  0.00021488 
 8344.15087060   0.99984835  0.00021488 
 8344.15225950   0.99968305  0.00021488 
 8344.15364830   0.99984145  0.00021488 
 8344.15503720   0.99972475  0.00021488 
 8344.15642610   0.99956256  0.00021488 
 8344.15781490   1.00041485  0.00021488 
 8344.15920380   1.00004865  0.00021488 
 8344.16059270   1.00001266  0.00021488 
 8344.16198150   1.00001346  0.00021488 
 8344.16337040   1.00028336  0.00021488 
 8344.16475930   1.00026766  0.00021488 
 8344.16614810   1.00016646  0.00021488 
 8344.16753700   1.00004107  0.00021488 
 8344.16892590   0.99979118  0.00021488 
 8344.17031470   0.99965508  0.00021488 
 8344.17170360   1.00020598  0.00021488 
 8344.17309240   1.00019058  0.00021488 
 8344.17448130   1.00009489  0.00021488 
 8344.17587020   1.00012209  0.00021488 
 8344.17725900   1.00054159  0.00021488 
 8344.17864790   1.00007160  0.00021488 
 8344.18003680   0.99997960  0.00021488 
 8344.18142560   0.99955772  0.00021488 
 8344.18281450   0.99973272  0.00021488 
 8344.18420340   0.99990892  0.00021488 
 8344.18559220   0.99987733  0.00021488 
 8344.18698110   1.00019873  0.00021488 
 8344.18837000   0.99988914  0.00021488 
 8344.18975880   1.00063933  0.00021488 
 8344.19114770   1.00021294  0.00021488 
 8344.19253660   1.00002525  0.00021488 
 8344.19392540   0.99976006  0.00021488 
 8344.19531430   1.00030986  0.00021488 
 8344.19670320   0.99974798  0.00021488 
 8344.19809200   1.00003798  0.00021488 
 8344.19948090   1.00021098  0.00021488 
 8344.20086980   0.99995640  0.00021488 
 8344.20225860   1.00007240  0.00021488 
 8344.20364750   1.00025530  0.00021488 
 8344.20503640   0.99988622  0.00021488 
 8344.20642520   1.00003402  0.00021488 
 8344.20781410   0.99977354  0.00021488 
 8344.20920300   0.99990184  0.00021488 
 8344.21059180   0.99997825  0.00021488 
 8344.21198070   1.00007286  0.00021488 
 8344.21336960   0.99979267  0.00021488 
 8344.21475840   0.99988958  0.00021488 
 8344.21614730   1.00004039  0.00021488 
 8344.21753620   1.00016879  0.00021488 
 8344.21892500   0.99965142  0.00021488 
 8344.22031390   0.99997822  0.00021488 
 8344.22170280   1.00006272  0.00021488 
 8344.22309160   0.99960695  0.00021488 
 8344.22448050   0.99966716  0.00021488 
 8344.22586930   1.00008795  0.00021488 
 8344.22725820   0.99936859  0.00021488 
 8344.22864710   1.00013168  0.00021488 
 8344.23003590   0.99997479  0.00021488 
 8344.23142480   0.99977041  0.00021488 
 8344.23281370   0.99982672  0.00021488 
 8344.23420250   0.99965354  0.00021488 
 8344.23559140   1.00004274  0.00021488 
 8344.23698030   1.00003995  0.00021488 
 8344.23836910   1.00025385  0.00021488 
 8344.23975800   1.00023877  0.00021488 
 8344.24114690   0.99990429  0.00021488 
